fecha,temp_amb,hum_amb,presion,temp_suelo,hum_suelo,ph_suelo
2026-02-16 11:01:06,27.06,84.73,1013.72,18.66,25.0,6.21
2026-02-16 11:11:06,26.83,84.59,1012.45,19.46,24.73,6.19
2026-02-16 11:21:06,26.91,84.99,1010.84,19.32,24.07,6.17
2026-02-16 11:31:06,27.01,84.61,1011.63,19.61,24.37,6.18
2026-02-16 11:41:06,26.95,84.72,1011.46,19.59,24.31,6.22
2026-02-16 11:51:06,27.58,84.37,1012.71,19.62,24.6,6.17
2026-02-16 12:01:06,27.37,85.13,1011.56,20.04,24.25,6.21
2026-02-16 12:11:06,27.7,84.0,1012.12,20.02,24.71,6.2
2026-02-16 12:21:06,27.53,85.18,1013.76,20.47,24.68,6.21
2026-02-16 12:31:06,28.0,84.0,1012.47,20.62,24.02,6.21
2026-02-16 12:41:06,28.0,84.35,1012.95,20.8,24.83,6.2
2026-02-16 12:51:06,27.84,84.0,1010.84,20.86,24.3,6.19
2026-02-16 13:01:06,28.0,84.26,1014.26,20.99,25.45,6.21
2026-02-16 13:11:06,27.7,84.0,1011.5,20.81,24.15,6.23
2026-02-16 13:21:06,27.68,84.0,1014.37,20.86,23.92,6.21
2026-02-16 13:31:06,28.0,84.78,1012.18,21.31,24.82,6.23
2026-02-16 13:41:06,28.0,84.18,1009.67,21.43,23.83,6.17
2026-02-16 13:51:06,27.43,84.69,1011.15,21.62,24.58,6.19
2026-02-16 14:01:06,27.88,85.36,1014.75,21.63,25.05,6.18
2026-02-16 14:11:06,27.58,84.0,1010.29,21.45,24.92,6.19
2026-02-16 14:21:06,28.0,84.42,1012.19,21.83,24.4,6.21
2026-02-16 14:31:06,28.0,84.62,1012.52,21.8,24.6,6.17
2026-02-16 14:41:06,27.96,84.15,1011.98,21.73,25.1,6.22
2026-02-16 14:51:06,27.76,84.0,1014.2,21.69,25.33,6.19
2026-02-16 15:01:06,27.83,84.21,1011.47,21.81,24.57,6.23
2026-02-16 15:11:06,28.0,84.0,1013.37,21.69,24.57,6.18
2026-02-16 15:21:06,27.72,84.2,1010.43,21.95,24.84,6.23
2026-02-16 15:31:06,28.0,84.0,1013.02,21.74,23.97,6.2
2026-02-16 15:41:06,27.14,84.2,1015.09,21.57,24.2,6.19
2026-02-16 15:51:06,27.81,84.45,1008.86,22.18,24.22,6.22
2026-02-16 16:01:06,27.68,84.57,1013.11,22.27,24.6,6.2
2026-02-16 16:11:06,26.93,84.0,1016.64,21.85,24.65,6.18
2026-02-16 16:21:06,27.78,84.58,1011.49,21.71,24.31,6.18
2026-02-16 16:31:06,27.34,84.79,1015.84,21.95,24.43,6.2
2026-02-16 16:41:06,27.66,85.0,1012.4,22.08,24.84,6.21
2026-02-16 16:51:06,27.37,84.87,1011.91,22.07,25.04,6.23
2026-02-16 17:01:06,26.96,84.64,1012.37,21.88,25.07,6.22
2026-02-16 17:11:06,26.98,85.52,1015.41,21.92,23.77,6.2
2026-02-16 17:21:06,26.91,85.24,1012.8,21.92,24.08,6.2
2026-02-16 17:31:06,26.59,85.25,1014.17,21.94,24.62,6.21
2026-02-16 17:41:06,26.71,85.67,1012.35,21.56,23.72,6.18
2026-02-16 17:51:06,26.64,85.73,1009.99,21.82,24.03,6.21
2026-02-16 18:01:06,26.27,85.73,1014.2,21.35,24.75,6.18
2026-02-16 18:11:06,26.19,85.31,1013.32,21.33,24.04,6.19
2026-02-16 18:21:06,25.67,86.14,1013.16,21.46,24.03,6.24
2026-02-16 18:31:06,25.73,86.4,1012.3,21.2,25.38,6.2
2026-02-16 18:41:06,25.39,86.4,1013.03,21.05,24.96,6.18
2026-02-16 18:51:06,25.49,85.79,1011.77,20.74,24.76,6.19
2026-02-16 19:01:06,25.72,86.3,1014.7,20.77,24.19,6.21
2026-02-16 19:11:06,24.82,86.13,1012.92,20.85,23.64,6.16
2026-02-16 19:21:06,25.01,86.55,1011.09,20.6,24.99,6.16
2026-02-16 19:31:06,25.25,86.43,1012.32,20.39,24.01,6.16
2026-02-16 19:41:06,24.68,87.39,1012.01,20.42,24.59,6.18
2026-02-16 19:51:06,24.75,87.22,1012.77,19.96,24.02,6.19
2026-02-16 20:01:06,24.57,87.08,1014.11,20.2,24.99,6.19
2026-02-16 20:11:06,24.24,86.89,1013.16,19.99,23.63,6.2
2026-02-16 20:21:06,24.02,88.02,1013.28,19.56,24.1,6.19
2026-02-16 20:31:06,24.41,86.85,1010.2,19.9,24.68,6.19
2026-02-16 20:41:06,24.17,87.71,1011.71,19.13,23.7,6.16
2026-02-16 20:51:06,24.25,87.89,1013.14,19.24,24.84,6.17
2026-02-16 21:01:06,23.08,87.4,1012.84,18.93,24.58,6.27
2026-02-16 21:11:06,23.24,87.14,1012.91,18.67,24.65,6.16
2026-02-16 21:21:06,23.67,87.76,1011.48,18.72,23.14,6.21
2026-02-16 21:31:06,22.87,88.39,1012.88,18.5,24.97,6.16
2026-02-16 21:41:06,22.69,87.46,1009.61,18.36,24.14,6.19
2026-02-16 21:51:06,22.48,87.99,1011.2,18.26,25.03,6.17
2026-02-16 22:01:06,22.51,88.44,1011.77,18.27,24.46,6.18
2026-02-16 22:11:06,23.16,87.66,1012.36,17.7,23.25,6.2
2026-02-16 22:21:06,22.49,88.88,1014.0,17.79,24.93,6.17
2026-02-16 22:31:06,21.91,89.0,1012.86,17.39,24.68,6.18
2026-02-16 22:41:06,22.29,89.14,1012.62,17.1,24.84,6.21
2026-02-16 22:51:06,22.17,89.63,1012.13,17.07,24.1,6.21
2026-02-16 23:01:06,22.17,89.09,1010.81,16.84,24.38,6.23
2026-02-16 23:11:06,21.49,89.0,1012.56,16.65,25.07,6.22
2026-02-16 23:21:06,21.71,89.5,1011.47,16.67,23.83,6.2
2026-02-16 23:31:06,21.9,88.21,1010.98,16.28,24.38,6.22
2026-02-16 23:41:06,21.34,89.82,1013.62,16.19,23.89,6.19
2026-02-16 23:51:06,21.79,89.5,1011.4,16.26,24.4,6.21
2026-02-17 00:01:06,21.75,90.0,1013.05,15.73,24.21,6.2
2026-02-17 00:11:06,21.56,89.77,1012.79,15.37,24.39,6.23
2026-02-17 00:21:06,21.0,89.67,1011.34,15.82,23.96,6.21
2026-02-17 00:31:06,21.0,89.57,1014.99,15.75,23.39,6.21
2026-02-17 00:41:06,21.4,90.0,1010.88,15.41,24.17,6.23
2026-02-17 00:51:06,21.14,89.87,1011.81,15.35,24.07,6.21
2026-02-17 01:01:06,21.55,89.24,1012.83,15.31,23.82,6.2
2026-02-17 01:11:06,21.31,90.0,1011.76,15.41,23.29,6.18
2026-02-17 01:21:06,21.0,90.0,1011.58,15.42,24.01,6.2
2026-02-17 01:31:06,21.23,88.72,1010.92,14.78,24.46,6.18
2026-02-17 01:41:06,21.0,89.89,1012.93,14.76,23.65,6.21
2026-02-17 01:51:06,21.03,90.0,1011.34,14.54,24.41,6.18
2026-02-17 02:01:06,21.26,89.3,1010.35,14.36,23.66,6.2
2026-02-17 02:11:06,21.18,89.69,1012.2,14.72,24.75,6.17
2026-02-17 02:21:06,21.33,89.88,1007.95,14.78,23.84,6.23
2026-02-17 02:31:06,21.83,90.0,1011.37,14.17,24.16,6.19
2026-02-17 02:41:06,21.0,89.61,1012.87,14.3,23.97,6.19
2026-02-17 02:51:06,21.0,89.58,1010.83,14.23,24.19,6.22
2026-02-17 03:01:06,21.0,90.0,1013.55,14.31,24.36,6.19
2026-02-17 03:11:06,21.14,89.63,1012.56,13.95,23.81,6.19
2026-02-17 03:21:06,21.14,89.6,1011.87,14.08,23.94,6.2
2026-02-17 03:31:06,21.43,90.0,1011.96,14.31,24.42,6.17
2026-02-17 03:41:06,21.16,89.7,1012.01,13.97,24.36,6.21
2026-02-17 03:51:06,21.0,88.73,1011.87,13.9,24.48,6.2
2026-02-17 04:01:06,21.68,89.63,1009.65,14.39,24.18,6.19
2026-02-17 04:11:06,21.73,89.52,1011.99,14.24,24.42,6.19
2026-02-17 04:21:06,21.42,88.87,1013.71,14.2,24.94,6.21
2026-02-17 04:31:06,21.53,89.08,1011.76,13.68,24.38,6.21
2026-02-17 04:41:06,21.47,89.58,1013.48,14.1,24.53,6.19
2026-02-17 04:51:06,21.63,89.7,1011.4,14.03,24.17,6.22
2026-02-17 05:01:06,21.95,89.93,1012.5,14.45,24.68,6.21
2026-02-17 05:11:06,22.17,89.13,1011.86,14.42,23.04,6.19
2026-02-17 05:21:06,21.87,89.19,1011.55,14.38,24.62,6.21
2026-02-17 05:31:06,22.45,88.96,1012.54,14.44,24.32,6.22
2026-02-17 05:41:06,22.95,89.75,1013.99,14.13,22.92,6.19
2026-02-17 05:51:06,22.52,89.41,1011.57,14.18,25.13,6.25
2026-02-17 06:01:06,22.62,88.61,1012.18,14.9,23.63,6.2
2026-02-17 06:11:06,22.67,87.84,1011.44,14.44,23.85,6.21
2026-02-17 06:21:06,23.05,88.05,1013.97,14.7,24.24,6.21
2026-02-17 06:31:06,23.09,88.06,1010.91,14.82,24.26,6.19
2026-02-17 06:41:06,23.44,88.48,1013.35,14.83,23.94,6.17
2026-02-17 06:51:06,23.76,87.63,1011.06,15.0,24.12,6.21
2026-02-17 07:01:06,23.3,87.02,1011.74,15.17,24.47,6.19
2026-02-17 07:11:06,23.57,87.8,1013.47,15.71,23.74,6.19
2026-02-17 07:21:06,23.76,87.86,1014.55,15.79,24.37,6.18
2026-02-17 07:31:06,23.94,86.51,1014.92,15.54,23.73,6.19
2026-02-17 07:41:06,24.39,87.06,1009.2,15.69,24.32,6.2
2026-02-17 07:51:06,23.98,86.99,1010.49,15.92,24.09,6.2
2026-02-17 08:01:06,24.54,86.26,1013.35,16.03,24.1,6.19
2026-02-17 08:11:06,24.84,87.23,1012.68,16.14,24.88,6.22
2026-02-17 08:21:06,24.49,85.76,1013.84,15.95,24.44,6.21
2026-02-17 08:31:06,24.74,87.25,1011.21,16.52,23.87,6.2
2026-02-17 08:41:06,24.9,86.35,1012.93,16.67,24.32,6.2
2026-02-17 08:51:06,24.95,86.73,1012.44,16.82,23.06,6.22
2026-02-17 09:01:06,25.93,85.9,1015.0,16.9,24.25,6.23
2026-02-17 09:11:06,25.52,85.58,1011.06,17.43,23.94,6.21
2026-02-17 09:21:06,26.28,85.38,1011.84,17.53,24.19,6.21
2026-02-17 09:31:06,25.61,85.75,1011.54,17.63,24.31,6.17
2026-02-17 09:41:06,25.83,85.7,1007.94,18.03,23.89,6.2
2026-02-17 09:51:06,26.0,84.8,1013.36,17.59,24.03,6.2
2026-02-17 10:01:06,26.17,86.41,1012.32,17.8,23.53,6.17
2026-02-17 10:11:06,26.58,85.77,1009.23,18.53,23.58,6.18
2026-02-17 10:21:06,26.85,86.06,1014.04,18.24,24.28,6.22
2026-02-17 10:31:06,26.47,85.12,1011.08,18.44,23.46,6.19
2026-02-17 10:41:06,26.95,85.18,1009.72,18.9,24.82,6.18
2026-02-17 10:51:06,26.47,85.57,1013.01,19.03,23.63,6.22
2026-02-17 11:01:06,27.36,84.9,1010.7,19.18,24.67,6.19
2026-02-17 11:11:06,27.25,85.62,1009.76,19.28,24.11,6.21
2026-02-17 11:21:06,27.51,84.56,1010.86,19.63,24.46,6.18
2026-02-17 11:31:06,27.32,84.79,1011.87,19.82,23.83,6.19
2026-02-17 11:41:06,27.38,84.6,1014.0,19.72,23.5,6.18
2026-02-17 11:51:06,27.92,84.39,1012.25,19.76,23.53,6.21
2026-02-17 12:01:06,26.95,84.75,1010.53,20.17,23.63,6.18
2026-02-17 12:11:06,28.0,84.0,1015.27,19.82,23.6,6.21
2026-02-17 12:21:06,28.0,85.35,1012.28,20.25,23.77,6.25
2026-02-17 12:31:06,27.81,84.64,1011.78,20.4,23.21,6.17
2026-02-17 12:41:06,27.98,84.0,1012.33,21.09,24.02,6.21
2026-02-17 12:51:06,27.7,84.0,1012.28,20.61,24.48,6.2
2026-02-17 13:01:06,28.0,84.0,1010.02,20.66,23.45,6.18
2026-02-17 13:11:06,28.0,84.0,1013.22,20.69,24.11,6.2
2026-02-17 13:21:06,27.74,84.22,1012.63,21.25,23.88,6.23
2026-02-17 13:31:06,28.0,84.0,1013.43,20.89,24.19,6.2
2026-02-17 13:41:06,27.84,84.28,1013.65,21.38,23.87,6.19
2026-02-17 13:51:06,27.95,84.0,1011.06,21.55,22.67,6.23
2026-02-17 14:01:06,28.0,84.72,1010.73,21.5,24.35,6.17
2026-02-17 14:11:06,28.0,84.41,1010.67,21.56,23.61,6.18
2026-02-17 14:21:06,27.74,84.0,1012.5,21.63,23.84,6.2
2026-02-17 14:31:06,27.82,84.0,1011.18,22.1,23.54,6.19
2026-02-17 14:41:06,28.0,84.52,1009.88,21.43,24.29,6.18
2026-02-17 14:51:06,28.0,84.63,1013.71,21.71,23.3,6.2
2026-02-17 15:01:06,27.79,84.0,1012.31,21.88,24.24,6.21
2026-02-17 15:11:06,27.6,84.0,1013.99,21.9,24.13,6.18
2026-02-17 15:21:06,27.68,84.31,1012.72,22.17,23.68,6.19
2026-02-17 15:31:06,27.46,84.66,1012.05,21.93,23.32,6.17
2026-02-17 15:41:06,27.23,84.0,1011.19,22.22,24.21,6.18
2026-02-17 15:51:06,27.71,84.13,1012.92,21.96,24.13,6.2
2026-02-17 16:01:06,27.39,84.0,1011.11,21.76,24.69,6.24
2026-02-17 16:11:06,27.83,85.01,1013.34,22.36,23.58,6.18
2026-02-17 16:21:06,27.62,85.19,1012.94,21.59,23.21,6.2
2026-02-17 16:31:06,27.46,84.9,1012.45,21.98,22.92,6.18
2026-02-17 16:41:06,27.15,84.64,1011.69,21.95,23.96,6.19
2026-02-17 16:51:06,26.93,84.52,1012.06,21.63,24.14,6.21
2026-02-17 17:01:06,26.49,85.13,1009.63,21.74,24.64,6.19
2026-02-17 17:11:06,26.66,84.35,1011.47,21.54,23.73,6.23
2026-02-17 17:21:06,26.35,84.46,1011.14,21.43,23.63,6.2
2026-02-17 17:31:06,26.06,85.05,1013.59,21.83,24.12,6.2
2026-02-17 17:41:06,26.54,84.81,1010.14,21.97,22.26,6.21
2026-02-17 17:51:06,26.46,84.98,1012.23,21.17,24.25,6.2
2026-02-17 18:01:06,26.35,86.05,1011.91,21.04,23.87,6.22
2026-02-17 18:11:06,25.69,86.47,1012.93,21.9,22.91,6.21
2026-02-17 18:21:06,25.97,86.15,1010.94,21.42,23.89,6.23
2026-02-17 18:31:06,25.77,85.49,1013.84,20.84,24.15,6.15
2026-02-17 18:41:06,25.46,85.95,1012.81,21.21,23.47,6.22
2026-02-17 18:51:06,25.76,86.58,1010.23,20.77,23.92,6.19
2026-02-17 19:01:06,25.27,86.14,1011.6,21.0,22.75,6.18
2026-02-17 19:11:06,25.41,86.44,1014.28,20.89,23.6,6.21
2026-02-17 19:21:06,25.13,86.29,1011.09,20.71,24.3,6.16
2026-02-17 19:31:06,25.13,85.64,1009.82,20.28,23.7,6.18
2026-02-17 19:41:06,24.74,86.34,1014.31,19.73,23.92,6.21
2026-02-17 19:51:06,24.59,86.81,1010.17,20.49,23.3,6.19
2026-02-17 20:01:06,24.57,87.06,1012.59,20.27,23.03,6.21
2026-02-17 20:11:06,24.74,87.08,1010.55,20.1,23.84,6.18
2026-02-17 20:21:06,24.18,87.08,1013.12,19.15,24.83,6.22
2026-02-17 20:31:06,24.46,87.22,1014.58,19.66,23.41,6.21
2026-02-17 20:41:06,23.73,87.43,1011.15,19.4,23.3,6.19
2026-02-17 20:51:06,23.48,87.0,1010.54,19.14,24.62,6.19
2026-02-17 21:01:06,23.23,87.57,1008.57,19.45,23.07,6.19
2026-02-17 21:11:06,23.44,87.6,1015.96,19.13,23.44,6.19
2026-02-17 21:21:06,23.26,88.56,1011.62,18.86,24.0,6.17
2026-02-17 21:31:06,23.33,88.39,1011.49,18.55,23.24,6.18
2026-02-17 21:41:06,23.19,88.15,1011.38,18.48,23.53,6.22
2026-02-17 21:51:06,22.54,88.8,1010.93,18.27,24.34,6.22
2026-02-17 22:01:06,22.07,88.98,1012.17,17.68,24.49,6.19
2026-02-17 22:11:06,22.8,88.64,1012.51,17.49,23.61,6.2
2026-02-17 22:21:06,22.17,88.36,1011.32,17.71,23.97,6.17
2026-02-17 22:31:06,22.32,88.5,1010.52,17.17,24.03,6.23
2026-02-17 22:41:06,22.11,89.12,1010.36,17.53,24.66,6.19
2026-02-17 22:51:06,22.36,88.64,1012.74,17.16,24.43,6.2
2026-02-17 23:01:06,22.25,88.57,1012.52,17.2,23.74,6.2
2026-02-17 23:11:06,22.08,88.88,1012.06,16.6,23.33,6.18
2026-02-17 23:21:06,21.88,88.44,1011.32,16.86,23.96,6.24
2026-02-17 23:31:06,21.32,89.59,1010.64,16.4,23.31,6.22
2026-02-17 23:41:06,21.38,89.46,1013.29,16.24,23.79,6.24
2026-02-17 23:51:06,21.3,89.34,1010.87,16.5,23.55,6.18
2026-02-18 00:01:06,21.77,90.0,1010.99,16.04,23.32,6.19
2026-02-18 00:11:06,21.0,89.86,1013.68,15.73,24.1,6.23
2026-02-18 00:21:06,21.12,89.73,1013.42,15.35,22.91,6.22
2026-02-18 00:31:06,21.19,90.0,1011.01,15.82,24.31,6.2
2026-02-18 00:41:06,21.05,90.0,1010.84,15.55,23.17,6.2
2026-02-18 00:51:06,21.16,90.0,1010.89,14.95,23.57,6.18
2026-02-18 01:01:06,21.0,89.91,1012.69,14.61,23.55,6.19
2026-02-18 01:11:06,21.0,89.68,1011.38,14.74,23.42,6.22
2026-02-18 01:21:06,21.09,90.0,1010.05,14.91,23.12,6.23
2026-02-18 01:31:06,21.0,89.82,1011.68,14.59,22.79,6.21
2026-02-18 01:41:06,21.32,90.0,1012.84,14.66,22.8,6.2
2026-02-18 01:51:06,21.0,89.56,1011.34,14.5,23.34,6.19
2026-02-18 02:01:06,21.53,90.0,1010.25,14.59,23.81,6.2
2026-02-18 02:11:06,21.29,89.74,1013.45,14.52,23.73,6.19
2026-02-18 02:21:06,21.0,89.58,1012.63,14.2,23.4,6.17
2026-02-18 02:31:06,21.0,89.0,1012.96,14.18,24.23,6.19
2026-02-18 02:41:06,21.51,90.0,1011.76,14.27,24.39,6.21
2026-02-18 02:51:06,21.06,90.0,1010.95,14.39,22.79,6.2
2026-02-18 03:01:06,21.0,89.56,1011.73,14.2,24.17,6.23
2026-02-18 03:11:06,21.28,89.83,1013.73,14.19,24.2,6.2
2026-02-18 03:21:06,21.1,89.54,1010.04,13.85,22.98,6.17
2026-02-18 03:31:06,21.03,89.26,1013.18,13.95,22.87,6.19
2026-02-18 03:41:06,21.36,89.98,1014.46,13.8,23.19,6.18
2026-02-18 03:51:06,21.46,89.53,1010.63,13.77,23.13,6.18
2026-02-18 04:01:06,21.96,89.46,1013.42,13.99,23.86,6.23
2026-02-18 04:11:06,21.88,88.77,1011.4,13.87,23.33,6.2
2026-02-18 04:21:06,21.96,89.28,1014.22,13.86,23.28,6.17
2026-02-18 04:31:06,21.65,89.75,1010.31,14.49,23.61,6.21
2026-02-18 04:41:06,21.47,90.0,1011.93,14.29,23.38,6.24
2026-02-18 04:51:06,21.97,88.88,1013.37,14.39,23.07,6.23
2026-02-18 05:01:06,22.27,89.9,1013.37,14.4,23.38,6.22
2026-02-18 05:11:06,22.35,89.25,1009.09,14.34,22.88,6.2
2026-02-18 05:21:06,22.8,88.54,1011.74,14.06,23.52,6.2
2026-02-18 05:31:06,22.2,88.9,1010.94,14.03,22.75,6.22
2026-02-18 05:41:06,22.66,89.35,1011.27,14.32,24.29,6.22
2026-02-18 05:51:06,22.84,88.89,1012.47,14.1,23.24,6.19
2026-02-18 06:01:06,22.27,88.39,1011.97,14.27,22.42,6.2
2026-02-18 06:11:06,22.69,89.27,1012.13,14.61,22.75,6.19
2026-02-18 06:21:06,23.29,88.14,1010.86,14.55,22.56,6.23
2026-02-18 06:31:06,23.17,87.83,1009.7,14.95,23.58,6.16
2026-02-18 06:41:06,22.91,87.6,1013.08,14.48,23.91,6.19
2026-02-18 06:51:06,23.38,87.32,1014.09,14.96,23.35,6.22
2026-02-18 07:01:06,23.35,87.73,1011.01,15.24,24.02,6.21
2026-02-18 07:11:06,23.91,87.55,1011.17,15.21,23.25,6.2
2026-02-18 07:21:06,23.82,88.14,1011.97,15.25,23.67,6.22
2026-02-18 07:31:06,24.23,87.04,1010.57,15.73,23.24,6.18
2026-02-18 07:41:06,24.44,87.03,1011.79,15.78,24.34,6.19
2026-02-18 07:51:06,24.53,87.28,1013.96,15.78,23.47,6.21
2026-02-18 08:01:06,24.78,86.69,1010.18,16.06,23.29,6.17
2026-02-18 08:11:06,24.85,86.72,1011.98,16.12,22.84,6.21
2026-02-18 08:21:06,24.44,86.92,1010.52,16.33,23.6,6.17
2026-02-18 08:31:06,25.22,86.21,1009.75,16.68,23.71,6.16
2026-02-18 08:41:06,24.64,86.47,1011.74,16.27,23.67,6.19
2026-02-18 08:51:06,24.81,84.67,1011.45,16.9,22.52,6.2
2026-02-18 09:01:06,24.96,86.54,1012.76,16.79,23.11,6.19
2026-02-18 09:11:06,26.0,85.83,1013.51,17.09,23.47,6.16
2026-02-18 09:21:06,25.88,86.49,1012.47,17.11,23.94,6.17
2026-02-18 09:31:06,25.83,85.78,1013.61,17.42,22.53,6.18
2026-02-18 09:41:06,26.0,86.07,1013.23,18.08,23.61,6.18
2026-02-18 09:51:06,26.41,85.86,1011.95,17.92,22.33,6.16
2026-02-18 10:01:06,26.56,86.27,1011.72,17.81,23.63,6.2
2026-02-18 10:11:06,26.15,85.54,1010.43,18.06,22.54,6.18
2026-02-18 10:21:06,26.36,85.41,1009.6,18.33,22.33,6.19
2026-02-18 10:31:06,26.67,84.92,1011.6,18.66,23.17,6.17
2026-02-18 10:41:06,26.7,85.85,1012.81,18.77,23.05,6.21
2026-02-18 10:51:06,26.97,85.55,1010.82,18.92,22.66,6.17
2026-02-18 11:01:06,27.16,84.59,1012.93,19.29,24.29,6.19
2026-02-18 11:11:06,27.2,84.79,1013.94,19.68,24.07,6.25
2026-02-18 11:21:06,27.68,84.58,1010.71,19.18,23.64,6.21
2026-02-18 11:31:06,27.41,84.0,1011.83,19.42,22.1,6.21
2026-02-18 11:41:06,27.71,85.33,1013.4,19.75,21.8,6.24
2026-02-18 11:51:06,27.64,85.5,1012.69,19.99,23.39,6.21
2026-02-18 12:01:06,27.72,84.2,1012.04,20.1,23.48,6.18
2026-02-18 12:11:06,27.8,84.98,1012.65,20.04,23.02,6.19
2026-02-18 12:21:06,27.69,84.78,1010.91,20.19,22.82,6.19
2026-02-18 12:31:06,27.18,84.25,1013.33,20.71,23.19,6.2
2026-02-18 12:41:06,27.7,84.24,1011.94,21.12,23.81,6.18
